SP1,24/11/2018,Eibar,Real Madrid,3,0,null,null,null,null,null,null,2,2,2,2,11,8,16,10,1.57,1.14,2.29,1.43;
SP1,24/11/2018,Huesca,Levante,2,2,null,null,null,null,null,null,1,1,1,1,4,8,10,7,0.67,1.33,1.43,1;
SP1,24/11/2018,Valencia,Vallecano,3,0,null,null,null,null,null,null,1,1,1,1,7,5,9,4,1,0.71,1.5,0.67;
SP1,25/11/2018,Ath Bilbao,Getafe,1,1,null,null,null,null,null,null,1,1,1,1,7,11,5,10,1,1.57,0.71,1.43;
SP1,25/11/2018,Sevilla,Valladolid,1,0,null,null,null,null,null,null,5,5,1,1,10,5,6,5,1.43,0.71,0.86,0.71;
SP1,25/11/2018,Espanol,Girona,1,3,null,null,null,null,null,null,6,6,2,2,9,4,4,8,1.5,0.67,0.67,1.33;
SP1,25/11/2018,Villarreal,Betis,2,1,null,null,null,null,null,null,1,1,2,2,5,7,8,6,0.71,1,1.14,0.86;
SP1,26/11/2018,Sociedad,Celta,2,1,null,null,null,null,null,null,1,1,1,1,5,6,12,10,0.83,1,2,1.67;
SP1,30/11/2018,Vallecano,Eibar,1,0,null,null,null,null,null,null,1,1,1,1,11,19,11,4,1.38,2.37,1.57,0.57;
SP1,01/12/2018,Celta,Huesca,2,0,null,null,null,null,null,null,1,1,1,1,15,10,22,7,1.88,1.25,2.75,0.87;
SP1,01/12/2018,Getafe,Espanol,3,0,null,null,null,null,null,null,1,1,1,1,7,4,12,8,1,0.57,1.5,1;
SP1,01/12/2018,Real Madrid,Valencia,2,0,null,null,null,null,null,null,2,2,2,2,12,3,6,4,1.71,0.43,0.86,0.57;
SP1,01/12/2018,Valladolid,Leganes,2,4,null,null,null,null,null,null,1,1,1,1,6,8,12,8,0.86,1.14,1.5,1;
SP1,02/12/2018,Alaves,Sevilla,1,1,null,null,null,null,null,null,4,4,1,1,9,5,13,13,1.29,0.71,1.86,1.86;
SP1,02/12/2018,Barcelona,Villarreal,2,0,null,null,null,null,null,null,1,1,1,1,28,12,9,8,3.5,1.5,1.29,1.14;
SP1,02/12/2018,Betis,Sociedad,1,0,null,null,null,null,null,null,1,1,2,2,8,9,11,11,1.14,1.29,1.38,1.37;
SP1,02/12/2018,Girona,Ath Madrid,1,1,null,null,null,null,null,null,1,1,1,1,9,12,6,6,1.13,1.5,0.86,0.86;
SP1,03/12/2018,Levante,Ath Bilbao,3,0,null,null,null,null,null,null,1,1,1,1,13,14,12,7,1.86,2,1.71,1;
SP1,07/12/2018,Leganes,Getafe,1,1,null,null,null,null,null,null,2,2,1,1,8,6,6,11,1.14,0.86,0.75,1.37;
SP1,08/12/2018,Ath Madrid,Alaves,3,0,null,null,null,null,null,null,1,1,1,1,15,4,9,12,1.88,0.5,1.13,1.5;
SP1,08/12/2018,Espanol,Barcelona,0,4,null,null,null,null,null,null,1,1,1,1,9,8,7,13,1.29,1.14,1,1.86;
SP1,08/12/2018,Valencia,Sevilla,1,1,null,null,null,null,null,null,2,2,1,1,8,6,14,14,1,0.75,1.75,1.75;
SP1,08/12/2018,Villarreal,Celta,2,3,null,null,null,null,null,null,2,2,1,1,7,10,14,13,0.88,1.25,2,1.86;
SP1,09/12/2018,Betis,Vallecano,2,0,null,null,null,null,null,null,2,2,1,1,10,9,11,4,1.25,1.12,1.57,0.57;
SP1,09/12/2018,Eibar,Levante,4,4,null,null,null,null,null,null,3,3,1,1,15,12,14,11,1.88,1.5,1.75,1.37;
SP1,09/12/2018,Huesca,Real Madrid,0,1,null,null,null,null,null,null,1,1,1,1,4,9,16,11,0.57,1.29,2,1.37;
SP1,09/12/2018,Sociedad,Valladolid,1,2,null,null,null,null,null,null,2,2,1,1,6,8,7,7,0.86,1.14,0.88,0.87;
SP1,10/12/2018,Ath Bilbao,Girona,1,0,null,null,null,null,null,null,1,1,3,3,8,11,5,8,1,1.37,0.71,1.14;
SP1,14/12/2018,Celta,Leganes,0,0,null,null,null,null,null,null,2,2,2,2,15,10,12,8,1.67,1.11,1.33,0.89;
SP1,15/12/2018,Eibar,Valencia,1,1,null,null,null,null,null,null,1,1,1,1,16,13,7,5,1.78,1.44,0.88,0.62;
SP1,15/12/2018,Getafe,Sociedad,1,0,null,null,null,null,null,null,2,2,1,1,8,4,12,11,1,0.5,1.33,1.22;
SP1,15/12/2018,Real Madrid,Vallecano,1,0,null,null,null,null,null,null,3,3,1,1,13,3,12,4,1.63,0.37,1.5,0.5;
SP1,15/12/2018,Valladolid,Ath Madrid,2,3,null,null,null,null,null,null,1,1,1,1,8,11,8,9,1,1.37,1,1.12;
SP1,16/12/2018,Espanol,Betis,1,3,null,null,null,null,null,null,1,1,1,1,10,11,9,9,1.25,1.37,1.13,1.12;
SP1,16/12/2018,Huesca,Villarreal,2,2,null,null,null,null,null,null,1,1,1,1,6,11,11,10,0.75,1.37,1.38,1.25;
SP1,16/12/2018,Sevilla,Girona,2,0,null,null,null,null,null,null,6,6,1,1,12,5,7,8,1.5,0.62,0.88,1;
SP1,16/12/2018,Levante,Barcelona,0,5,null,null,null,null,null,null,2,2,2,2,13,19,7,18,1.63,2.37,0.88,2.25;
SP1,17/12/2018,Alaves,Ath Bilbao,0,0,null,null,null,null,null,null,1,1,1,1,9,5,12,7,1.13,0.62,1.5,0.87;
SP1,21/12/2018,Girona,Getafe,1,1,null,null,null,null,null,null,1,1,1,1,10,13,7,12,1.11,1.44,0.78,1.33;
SP1,21/12/2018,Sociedad,Alaves,0,1,null,null,null,null,null,null,1,1,1,1,6,9,9,13,0.75,1.12,1,1.44;
SP1,22/12/2018,Ath Bilbao,Valladolid,1,1,null,null,null,null,null,null,2,2,2,2,9,12,8,8,1,1.33,0.89,0.89;
SP1,22/12/2018,Ath Madrid,Espanol,1,0,null,null,null,null,null,null,2,2,1,1,16,4,13,8,1.78,0.44,1.44,0.89;
SP1,22/12/2018,Barcelona,Celta,2,0,null,null,null,null,null,null,2,2,2,2,30,12,16,13,3.33,1.33,2,1.62;
SP1,22/12/2018,Betis,Eibar,1,1,null,null,null,null,null,null,3,3,1,1,11,10,12,5,1.22,1.11,1.5,0.62;
SP1,23/12/2018,Leganes,Sevilla,1,1,null,null,null,null,null,null,1,1,1,1,9,7,15,15,1.13,0.87,1.67,1.67;
SP1,23/12/2018,Valencia,Huesca,2,1,null,null,null,null,null,null,1,1,1,1,10,7,24,8,1.11,0.78,2.67,0.89;
SP1,23/12/2018,Vallecano,Levante,2,1,null,null,null,null,null,null,2,2,1,1,13,20,16,12,1.44,2.22,1.78,1.33;
SP1,03/01/2019,Villarreal,Real Madrid,2,2,null,null,null,null,null,null,1,1,2,2,9,12,18,13,1,1.33,2,1.44;
SP1,04/01/2019,Espanol,Leganes,1,0,null,null,null,null,null,null,1,1,1,1,11,11,12,6,1.22,1.22,1.33,0.67;
SP1,04/01/2019,Levante,Girona,2,2,null,null,null,null,null,null,1,1,1,1,15,21,9,10,1.67,2.33,1,1.11;
SP1,05/01/2019,Alaves,Valencia,2,1,null,null,null,null,null,null,1,1,1,1,11,6,9,6,1.22,0.67,1,0.67;
SP1,05/01/2019,Huesca,Betis,2,1,null,null,null,null,null,null,1,1,2,2,8,12,11,10,0.89,1.33,1.22,1.11;
SP1,05/01/2019,Valladolid,Vallecano,0,1,null,null,null,null,null,null,1,1,1,1,8,12,12,5,0.89,1.33,1.33,0.56;
SP1,06/01/2019,Eibar,Villarreal,0,0,null,null,null,null,null,null,1,1,1,1,15,11,11,10,1.67,1.22,1.22,1.11;
SP1,06/01/2019,Getafe,Barcelona,1,2,null,null,null,null,null,null,3,3,3,3,9,6,8,20,1,0.67,0.89,2.22;
SP1,06/01/2019,Real Madrid,Sociedad,0,2,null,null,null,null,null,null,4,4,1,1,13,5,10,12,1.44,0.56,1.11,1.33;
SP1,06/01/2019,Sevilla,Ath Madrid,1,1,null,null,null,null,null,null,7,7,2,2,13,6,9,10,1.44,0.67,1,1.11;
SP1,07/01/2019,Celta,Ath Bilbao,1,2,null,null,null,null,null,null,1,1,1,1,15,11,13,9,1.67,1.22,1.44,1;
SP1,11/01/2019,Vallecano,Celta,4,2,null,null,null,null,null,null,3,3,1,1,16,18,20,15,1.78,2,2.22,1.67;
SP1,12/01/2019,Girona,Alaves,1,1,null,null,null,null,null,null,1,1,2,2,11,14,10,11,1.22,1.56,1.11,1.22;
SP1,12/01/2019,Leganes,Huesca,1,0,null,null,null,null,null,null,1,1,1,1,10,7,23,7,1.11,0.78,2.56,0.78;
SP1,12/01/2019,Valencia,Valladolid,1,1,null,null,null,null,null,null,2,2,1,1,10,7,9,9,1.11,0.78,1,1;
SP1,12/01/2019,Villarreal,Getafe,1,2,null,null,null,null,null,null,1,1,1,1,9,12,8,12,1,1.33,0.89,1.33;
SP1,13/01/2019,Ath Bilbao,Sevilla,2,0,null,null,null,null,null,null,1,1,1,1,9,11,13,14,1,1.22,1.44,1.56;
SP1,13/01/2019,Ath Madrid,Levante,1,0,null,null,null,null,null,null,3,3,1,1,16,4,14,12,1.78,0.44,1.56,1.33;
SP1,13/01/2019,Barcelona,Eibar,3,0,null,null,null,null,null,null,3,3,1,1,30,12,15,5,3.33,1.33,1.67,0.56;
SP1,13/01/2019,Betis,Real Madrid,1,2,null,null,null,null,null,null,1,1,1,1,12,9,18,11,1.33,1,2,1.22;
SP1,14/01/2019,Sociedad,Espanol,3,2,null,null,null,null,null,null,1,1,1,1,9,11,15,9,1,1.22,1.67,1;
SP1,18/01/2019,Getafe,Alaves,4,0,null,null,null,null,null,null,1,1,1,1,11,6,14,10,1.22,0.67,1.56,1.11;
SP1,19/01/2019,Celta,Valencia,1,2,null,null,null,null,null,null,1,1,1,1,14,13,8,8,1.56,1.44,0.89,0.89;
SP1,19/01/2019,Huesca,Ath Madrid,0,3,null,null,null,null,null,null,2,2,1,1,8,14,8,12,0.89,1.56,0.89,1.33;
